likely_mpid,expt_gap,formula
,0.23,Ge0.01Te0.01Pb0.99Se0.99
,0.32,Ge0.01Te0.99Pb0.99S0.01
,0.32,Ge0.01Te1Pb0.99
,0.34,Ge0.02Te0.98Pb0.98S0.02
,0.28,Ge0.03Pb0.97Se0.97S0.03
,0.29,Ge0.05Pb0.95Se0.95S0.05
,0.28,Ge0.05Pb0.95Se1
,0.4,Ge0.05Te0.95Pb0.95S0.05
,0.34,Ge0.05Te1Pb0.95
,0.28,Ge0.06Te0.06Pb0.94Se0.94
,0.34,Ge0.15Pb0.85Se0.85S0.15
,0.32,Ge0.15Te0.15Pb0.85Se0.85
,0.36,Ge0.15Te1Pb0.85
,0.32,Ge0.1Pb0.9Se0.9S0.1
,0.3,Ge0.1Pb0.9Se1
,0.35,Ge0.1Te1Pb0.9
,0.44,Ge0.25Te1Pb0.75
,0.35,Ge0.2Pb0.8Se1
,0.36,Ge0.2Te0.2Pb0.8Se0.8
,0.4,Ge0.2Te1Pb0.8
,0.56,Ge0.39Te1Pb0.61
,0.4,Ge0.3Pb0.7Se1
,0.48,Ge0.3Te1Pb0.7
,0.49,Ge0.41Te1Pb0.59
,0.51,Ge0.4Te1Pb0.6
mp-10032,0.0,Ge2Os
mp-3534,0.5,Ge2Sb2Te5
,3.3,Ge3Bi3O10.5
,0.0,Ge3Sb
,0.8,Ge40Te5.3I8
mp-28487,0.0,Ge5(Te4As)2
,0.0,GeAs3
mp-27922,1.5,GeI2
mp-733,5.54,GeO2
mp-1095275,0.95,GeP
mp-1198509,4.1,GePb2(SeO3)4
mp-624190,2.4,GePbS3
mp-20061,0.0,GePt2
mp-22239,0.0,GeRh
,0.3,GeTe2
,0.0,H2Se
mp-24354,4.81,H7Se2NO6
,0.0,HPbI3
mp-571367,0.0,Hf(CoSi)2
mp-15986,0.0,Hf(CuP)2
mp-1025167,0.0,Hf(VGa2)2
mp-976724,0.0,Hf(VH2)2
,0.0,Hf2Al3C4
mp-18581,0.0,Hf2Co4P3
mp-2754,0.0,Hf2Fe
mp-9939,0.0,Hf2Ge
mp-1018154,0.0,Hf2Hg
,0.0,Hf2MnIr
mp-861,0.0,Hf2Ni
,0.0,Hf2OsPd
,0.0,Hf2ReRh
mp-10000,0.0,Hf2S
mp-9938,0.0,Hf2Si
,0.0,Hf2Tl
mp-10245,0.0,Hf3(CuSi)4
mp-10076,0.0,Hf3(NiGe)4
mp-504812,0.0,Hf3P
mp-29811,0.0,Hf3P3Pd4
mp-15964,0.0,Hf3Sb
mp-722913,0.0,Hf3Zn3N
mp-1025223,0.0,Hf4Al3
mp-976184,0.0,Hf4Co4Si7
mp-568048,0.0,Hf54Os17
mp-607409,0.0,Hf5CuPb3
,0.0,Hf5Pb
mp-17466,0.0,Hf5Sb3
mp-570870,0.0,Hf5Sb9
mp-17216,0.0,Hf5Si4
mp-21104,0.0,Hf5Sn3
mp-510691,0.0,Hf5Sn4
mp-12884,0.0,Hf5Te4
,0.0,Hf6PbO18
mp-18622,0.0,Hf7P4
mp-16501,0.0,HfAlPd2
mp-29646,0.0,HfAs2
,0.0,HfAsRh
,0.0,HfB
mp-13861,0.0,HfB4Ir3
mp-21075,0.0,HfC
mp-7804,0.0,HfCo3B2
mp-333,0.0,HfFe2
mp-3576,0.0,HfGaCo2
mp-1198529,2.47,HfHg4(AsCl3)2
mp-1202310,3.26,HfHg4(PCl3)2
mp-600125,0.0,HfInCu2
mp-569516,0.0,HfNi5
mp-352,5.55,HfO2
mp-570960,0.0,HfOs2
mp-1007691,0.0,HfPt
mp-985829,2.9,HfS2
mp-985831,2.2,HfSe2
mp-1042,0.0,HfSi
mp-10456,0.0,HfSiPt
mp-11460,0.0,HfTc
,0.0,HfTiF6
,0.0,HfTl3
mp-1018720,0.0,HfVSi
,0.0,HfZnNi2
mp-11870,0.0,Hg2Rh
mp-557697,0.0,Hg2Sb2O7
,0.0,Hg3As
mp-1104411,3.26,Hg3Bi2(SCl4)2
mp-1192395,2.8,Hg3Bi2(TeCl4)2
,0.0,Hg3C
,1.98,Hg3PS3
,2.03,Hg3PS4
,0.0,Hg3Sb
,1.57,Hg5AsS2I3
,1.73,Hg7.5As4Cl6
,2.43,Hg8Bi3As4Cl13
mp-23177,2.6,HgBr
mp-23292,3.59,HgBr2
,3.4,HgBrCl
mp-22855,4.45,HgCl2
mp-22859,2.37,HgI
,0.0,HgIrO3
,0.0,HgOsPb2
mp-27178,2.6,HgPS3
mp-623,0.0,HgPt
mp-1066522,0.0,HgPt3
,0.0,HgRhO3
mp-1123,2.1,HgS
mp-2730,0.15,HgTe
,2.06,HgTeBr
,1.85,HgTeI
mp-20410,0.0,Ho(BC)2
,0.0,Ho(BiO3)2
,0.0,Ho(CuO2)2
,0.16,Ho(CuSe)3
,0.26,Ho(CuTe)3
,1.23,Ho(InS2)3
mp-20630,0.0,Ho(MnSn)6
mp-31009,0.0,Ho(NiB)2
,0.0,Ho(SbO3)2
mp-5219,0.0,Ho(SiOs)2
mp-4148,0.0,Ho(SiPd)2
mp-16377,0.0,Ho(SiPt)2
mp-5720,0.0,Ho(SiRu)2
mp-569851,0.0,Ho10Si17
mp-30385,0.0,Ho2Au
,0.0,Ho2B4C
mp-1023,0.0,Ho2Co17
,0.0,Ho2CuRh
mp-17534,0.0,Ho2Ge5Rh3
,2.5,Ho2GeS5
mp-1195954,1.0,Ho2HfS5
mp-812,5.42,Ho2O3
mp-31089,0.0,Ho2Pd2Pb
mp-878,0.5,Ho2S3
mp-29677,0.0,Ho3AlC
,0.0,Ho3GaC
mp-542748,0.0,Ho3Ge5
,0.0,Ho3Hg
mp-28151,0.0,Ho3Ni19B10
,0.0,Ho3P
,0.0,Ho3Pd2
mp-1154,0.0,Ho4C7
mp-978039,0.0,Ho4Ga16Co3
mp-21816,0.0,Ho5(Ge5Rh2)2
mp-542829,0.0,Ho5Si4
,0.0,HoAlAu2
mp-569726,0.0,HoAlB14
mp-1025027,0.0,HoB2Rh3
mp-569281,0.0,HoB4
mp-1423,0.0,HoC2
mp-170,0.0,HoCd
mp-11302,0.0,HoCd3
mp-12007,0.0,HoCdCu4
mp-30558,0.0,HoCo3
,0.0,HoCu4Pd
mp-16342,0.0,HoGe
mp-5519,0.0,HoGeAu
mp-30388,0.0,HoInAu2
mp-21290,0.0,HoInPt
mp-13499,0.0,HoMg2
,0.0,HoMgAu2
,0.0,HoMgZn2
mp-14015,0.0,HoMn12
mp-542171,0.0,HoNiGe
,0.0,HoSb2
mp-12899,0.0,HoSi
mp-570102,0.0,HoSiRu2C
,0.0,HoTh3
mp-22108,0.0,HoTiGe
,0.0,HoTiO3
mp-22274,0.0,HoTiSi
mp-30732,0.0,HoTlPd
mp-13380,0.0,HoZnRh
,0.0,HoZnRh2
,0.0,ICl2
mp-20152,0.0,In(MoSe)3
,1.29,In(PSe2)2
,0.3,In0.001Te1Pb0.999
,0.43,In0.005Te1Pb0.995
,1.43,In0.01Ga0.99As0.99P0.01
,1.4,In0.01Ga0.99As1
,0.53,In0.01Te1Pb0.99
,0.37,In0.04Te1Pb0.96
,0.32,In0.07Te1Pb0.93
,2.25,In0.1Ga0.9As0.1P0.9
,1.6,In0.1Ga0.9As0.9P0.1
,2.15,In0.2Ga0.8As0.2P0.8
,1.58,In0.2Ga0.8As0.8P0.2
,1.07,In0.2Ga0.8As1
,2.05,In0.3Ga0.7As0.3P0.7
,1.67,In0.3Ga0.7As0.7P0.3
,1.0,In0.3Ga0.7As1
,2.2,In0.3Ga0.7P1
,1.85,In0.4Ga0.6As0.4P0.6
,1.74,In0.4Ga0.6As0.6P0.4
,0.81,In0.4Ga0.6As1
,2.05,In0.4Ga0.6P1
,2.15,In0.4Ga1.6Cu1S3.5
,0.75,In0.5Ga0.5As1
,1.9,In0.5Ga0.5P1
,1.25,In0.6Ga0.4As0.6P0.4
,0.55,In0.72Ga0.28As1
,1.58,In0.7Ga0.3As0.3P0.7
,1.4,In0.8Ga0.2As0.2P0.8
,0.85,In0.8Ga0.2As0.8P0.2
,0.5,In0.8Ga0.2As1
,1.3,In0.99Ga0.01As0.01P0.99
,0.3,In0.99Ga0.01As0.99P0.01
,1.32,In0.9Ga0.1As0.1P0.9
,0.45,In0.9Ga0.1As0.9P0.1
,1.08,In1.01Cu0.99Se2.01
,1.07,In1.05Cu0.95Se2.05
,1.06,In1.1Cu0.9Se2.1
,1.1,In1.3Cu0.7Se2.3
,1.24,In1.5Cu0.5Se2.5
,1.19,In1.65Cu0.35Se2.65
,1.32,In1.6Cu0.4Se2.6
,1.55,In1.6Ga0.4Cu1S3.5
,1.21,In1.7Cu0.3Se2.7
,1.32,In1.85Cu0.15Se2.85
,1.26,In1.8Cu0.2Se2.8
,1.45,In1.99Cu0.01Se2.99
,1.45,In1.9Cu0.1Se2.9
,1.45,In11.3Bi14.7S38
,0.0,In11Cu9Se20
,0.94,In1Ag1.75Sb5.75Se11
,1.84,In1Ga1Cu1S3.5
,1.71,In1Hg4As2.5Br3.5
,0.17,In1Sb0.01As0.99
,0.14,In1Sb0.1As0.9
,0.12,In1Sb0.2As0.8
,0.11,In1Sb0.3As0.7
,0.1,In1Sb0.4As0.6
,0.1,In1Sb0.5As0.5
,0.13,In1Sb0.6As0.4
,0.16,In1Sb0.7As0.3
,0.21,In1Sb0.8As0.2
,0.35,In1Sb0.99As0.01
,0.27,In1Sb0.9As0.1
mp-1191856,4.62,In2As2Cl2O5
mp-1198577,5.39,In2B(PO4)3
mp-1198248,1.38,In2Bi3Se7I
mp-20296,0.0,In2Co
,1.43,In2Cu1S3.5
,1.15,In2FeSe4
,0.68,In2GeTe3
,3.13,In2Hg6(P2Cl3)3
mp-22356,2.0,In2HgS4
mp-20731,0.6,In2HgSe4
mp-22598,2.8,In2O3
mp-22682,0.0,In2Pt
mp-22216,2.0,In2S3
mp-1199125,2.97,In2Se2O7
,0.46,In2Te
,0.68,In3AgTe5
mp-510099,0.0,In3Au10
mp-651005,0.0,In3Bi7(Pb2S9)2
,1.2,In3CuS5
,0.6,In3CuSe5
mp-22146,0.0,In3Pd5
,0.0,In3Sb
mp-1200791,4.22,In4As5(BrO4)3
,1.42,In4Bi3S10
,1.1,In4Cu2Te7
,0.9,In4S5
mp-19932,0.64,In4Se3
,1.76,In5AgS8
mp-569813,0.47,In5AgTe8
,1.34,In5CuS8
,0.14,In5Se6
,1.5,In9AgTe14
mp-30343,0.0,InAg3
mp-22660,4.2,InAgO2
mp-22386,0.93,InAgTe2
,0.41,InAsI
mp-569683,0.0,InAu3
,1.5,InBi2S4Br
mp-559521,1.5,InBi2S4Cl
mp-571169,1.21,InBi2Se4Br
,1.3,InCuGeSe4
mp-22736,1.5,InCuS2
mp-22611,0.0,InFe2CuSe4
mp-1196151,2.54,InHg7S6Cl5
,0.0,InHgW2
mp-20790,3.12,InPS4
mp-510438,0.0,InPt
,0.0,InPt3C
mp-559864,1.8,InSb2S4Br
mp-556541,1.8,InSb2S4Cl
mp-570321,1.35,InSb2Se4Br
,0.0,InSiIr
mp-567931,0.0,InSiTe3
,0.2,InSn2As2Se
,0.26,InSnAsSe
,2.0,Ir0.67S2
,0.45,Ir0.67Se2
,0.0,IrPb
mp-2833,0.9,IrS2
mp-1361,0.9,IrSe2
,1.2,IrSeS
mp-4668,0.0,K(CoSe)2
mp-35276,0.0,K(FeAs)2
mp-639900,1.8,K(GeSe2)2
mp-554461,0.0,K(OsO3)2
,2.78,K0.8Sn2Hg1.2S8
,0.53,K1.25Bi7.25Pb3.5Se15
,0.39,K1.46Sn3.09Bi7.45Se15
,1.37,K1.83Cd1.83Bi2.17S6
,2.2,K10Fe4Sn4S17
,2.3,K10Mn4Sn4S17
,1.82,K10Sn3(PSe3)8
,3.34,K10Zn4Ge4S17
,0.0,K11Mn4O16
,0.6,K2.15Sb8.15Pb1.7Se15
,2.2,K2Ag3Sb3S7
,1.8,K2AgSnSe4
mp-560217,6.89,K2Al2B2O7
mp-1195201,2.65,K2Au(IO3)5
,0.0,K2B10H9O
,1.77,K2BaNb2S11
,2.58,K2Cd(PSe3)2
mp-571637,1.93,K2Cd2Te3
mp-18101,2.75,K2Cd3S4
mp-1198419,2.36,K2Cd3Se4
mp-18531,2.26,K2Cd3Te4
mp-1195550,2.46,K2Ce(PO4)2
,3.38,K2Dy2Ti3O10
mp-1200819,1.95,K2FeGe3Se8
mp-10973,1.72,K2Ga3CuSe6
mp-1199482,1.33,K2Gd2Sb2Se9
,3.3,K2Gd2Ti3O10
mp-561132,2.85,K2Ge2PbS6
mp-560019,5.38,K2Ge3(BO5)2
mp-568855,2.25,K2Hg(PSe3)2
mp-17792,2.64,K2Hg3(GeS4)2
,2.28,K2Hg3Se1.31S2.69
,2.11,K2Hg3Se2.97S1.03
mp-1172870,2.43,K2Ho4Cu4S9
mp-1199715,2.2,K2In2P3Se10
mp-21705,1.64,K2In3AgSe6
mp-21713,1.68,K2In3CuSe6
,2.2,K2La2Sb2S9
mp-6548,3.05,K2La2Ti3O10
mp-669410,2.0,K2Mn(SnSe3)2
mp-29861,0.0,K2Mn3S4
mp-628305,1.7,K2MnSnSe4
mp-1195788,3.3,K2Mo2Se2O11
mp-9763,2.82,K2NbCuS4
mp-9003,2.14,K2NbCuSe4
,0.0,K2NbO6
,3.25,K2Nd2Ti3O10
mp-9509,2.63,K2PAuS4
,1.48,K2PdSe10
,1.2,K2RbSb
mp-29877,5.71,K2ReH9
mp-23471,0.0,K2RuCl6
mp-1022,2.1,K2S
,1.31,K2Sb8Se3
mp-8426,1.8,K2Se
,3.26,K2Sm2Ti3O10
mp-555587,2.59,K2SmP2S7
mp-557121,2.75,K2Sn(AuS2)2
mp-1195395,2.3,K2Sn3(SbS5)2
,0.33,K2Ta15O32
mp-1747,1.9,K2Te
mp-27688,1.38,K2TeI6
mp-555425,2.17,K2Th(CuS2)2
,2.04,K2Ti(CuS2)2
mp-8900,1.85,K2VAgS4
mp-15147,1.82,K2VCuS4
mp-1195072,1.71,K2Zn(SnSe3)2
mp-12535,3.0,K2ZnTe2
mp-541447,0.0,K3(FeS2)2
mp-1189091,6.89,K3B6ClO10
,2.1,K3Bi2I9
mp-1204785,3.47,K3Cd(BO2)5
mp-559251,1.35,K3Cr2(PS4)3
,3.25,K3Ga3Ge7S20
,2.23,K3Ga3Ge7Se20
,0.0,K3Hg
,0.0,K3LiNb6O15
mp-628185,2.2,K3NaSn3Se8
mp-542545,1.53,K3Nb2AsSe11
mp-560964,2.2,K3Sm(AsS4)2
,0.0,K3Sn
,2.21,K3Ta2AsS11
mp-683905,1.45,K3Ta2AsSe11
mp-638086,2.49,K3Th2Cu3S7
,1.61,K3Ti2P5S18
,0.0,K3UF3
,0.0,K3V
,1.81,K4(ZrSe5)3
,2.0,K4Ag9(SbS3)4
,1.4,K4Al4Si19
,0.0,K4C2O3
,2.46,K4Ce3Sn3S14
,1.18,K4Ga4Si19
mp-1195433,2.0,K4Ge(PSe3)4
mp-556627,0.8,K4GeS4
mp-568847,0.64,K4GeSe4
,2.02,K4Hf3Se14
mp-1199321,2.2,K5In3P6Se19
mp-6296,2.33,K6Cd4Sn3Se13
mp-17698,2.51,K6CdTe4
,2.01,K6Ta1.03Nb2.97S25
,1.88,K6Ta2.93Nb1.07S22
mp-683975,2.6,K6Yb3(PS4)5
,2.34,K8Ce2I18O53
,0.0,K8N3O
,1.4,K9Bi13S24
mp-12735,0.0,KAg2
,2.25,KAg2AsS3
mp-12532,3.02,KAg2PS4
mp-1192667,2.1,KAg2SbS3
mp-9490,2.2,KAg2SbS4
,2.21,KAgAsS2
mp-1205357,0.0,KAgF3
mp-3074,0.0,KAgO
,3.5,KAlGeS4
mp-14659,1.62,KAsSe2
mp-557441,2.75,KAu(IO3)4
,3.1,KB5PbO9
mp-1191826,2.26,KBaAsSe3
mp-557420,3.65,KBaB5O9
mp-1190698,2.04,KBaSbSe3
mp-23279,0.0,KBi2
,1.21,KBi3S5
mp-29799,0.0,KBiO3
,0.86,KBiS2
,0.61,KBiSe2
mp-23251,7.6,KBr
,0.0,KC60
,2.16,KCd4Ga5Se12
mp-22395,1.54,KCeSe4
mp-23193,8.5,KCl
mp-20528,0.0,KCoO2
mp-1194436,1.29,KCu2BiS3
mp-9868,1.46,KCu3S2
mp-557728,1.9,KCu4AsS4
mp-649472,0.0,KCuPO4
,1.47,KCuSnS3
,1.04,KCuSnSe3
mp-867419,1.89,KEuAsS4
mp-1018137,0.0,KEuS2
mp-463,10.3,KF
,1.76,KFe2BiO5
,1.06,KFeCuTe2
,2.6,KGaSe2
,1.73,KGaSnSe4
,0.0,KH(CN2)3
mp-11462,0.0,KHg
mp-11952,0.0,KHg11
mp-30717,0.0,KHg2
mp-1195253,4.0,KIn(TeO3)2
,3.1,KInGeS4
mp-505412,3.0,KInS2
mp-505700,2.68,KInSe2
,2.3,KInSnS4
,0.0,KLi(WO3)3
mp-562137,6.32,KLiCO3
,0.0,KLu
,0.0,KMo6S7
,0.0,KNb2O5
,0.0,KNb2Se
mp-1202434,3.46,KNb3(SeO6)2
mp-1202170,3.52,KNb3(TeO6)2
,4.0,KNbSe2O7
mp-23959,6.95,KP(HO2)2
,2.14,KPAu5S8
,4.44,KPPbO4
mp-569702,2.08,KPSe3
mp-18625,2.16,KPSe6
,0.64,KRbBi8Se13
mp-14005,0.0,KRuO4
mp-1536,0.9,KSb
mp-1195296,4.64,KSb(SO4)2
,5.4,KSc(SeO3)2
,0.0,KScO3
,1.72,KSi2P3
mp-866651,2.25,KSiBiS4
mp-11604,2.17,KSm2CuS4
,2.3,KSnAuS3
,2.28,KSnAuSe3
mp-1200554,4.06,KTa3(TeO6)2
,0.0,KTa3CuO9
mp-3614,3.5,KTaO3
,1.65,KTbSe4
mp-1188829,1.4,KTeP2
mp-12365,2.95,KThCuS3
mp-976271,6.4,KTi2F7
mp-976257,0.0,KTi5Se8
,0.0,KTm
mp-1095429,2.37,KUClO3
mp-582421,0.0,KUCuSe3
,2.3,KV2I3O13
mp-553910,2.0,KV4Ag11O16
mp-17353,0.0,KV6O11
mp-1194980,3.8,KY(TeO3)2
,0.0,KYb2F7
,0.0,KYbSe2
mp-6652,2.32,KZn4(BO3)3
mp-639149,2.0,KZrPSe6
mp-22470,0.0,La(FeAs3)4
mp-21523,0.0,La(In2Au)2
,1.03,La(InS2)3
mp-14325,0.0,La(Ni2B)6
mp-9886,0.0,La(PRu)2
mp-567203,0.0,La(SiOs)2
mp-5105,0.0,La(SiRu)2
,2.67,La1.86Tb1.14Ga1.67S7
,0.0,La10Mn9O30
mp-558535,2.04,La10Se14O
mp-555465,0.0,La10Si8O3
,0.0,La16Mn15O48
,2.5,La1Se0.14S1.86
,1.0,La2.1Bi5.9Pb2S14
,0.0,La20Cu9O40
,2.4,La20Mo12Cl4O63
mp-14696,0.0,La2B4Rh5
mp-1077929,0.0,La2CuO4
mp-1078132,0.7,La2Fe(SeO)2
,0.0,La2Fe2I
,1.76,La2Ga0.33Sb1S5
,2.78,La2Ga2GeS8
,1.08,La2Ge2Se7
mp-621659,0.0,La2Ge5Ir3
mp-18055,0.0,La2Ge5Rh3
,1.24,La2GeSe5
mp-1197947,0.7,La2HfS5
mp-20760,0.0,La2In
mp-1196301,1.6,La2Mn(SeO)2
,0.0,La2Nb2N2O5
mp-3471,0.0,La2Ni5B4
mp-2292,5.4,La2O3
,0.0,La2PC
mp-571647,0.0,La2PI2
mp-8672,0.0,La2PdO4
,0.0,La2Pr2O7
mp-568375,0.0,La2Rh7
mp-7475,2.77,La2S3
mp-8620,0.0,La2Si5Rh3
mp-30755,0.0,La2Sn5Rh3
,1.02,La2TiCoO6
,3.63,La2V2IO9
,0.41,La2VCoO6
,0.45,La2VNiO6
,1.45,La2YbCuS5
,1.15,La2YbCuSe5
mp-1196943,3.4,La2Zn(SeO)2
mp-1198687,2.01,La2ZrS5
mp-569935,0.0,La3(BN2)2
mp-27330,0.0,La3(OsO5)2
mp-29326,0.0,La3(ReO5)2
mp-4505,0.0,La3AlN
mp-510011,2.0,La3CuGeSe7
,2.54,La3Ga1Ge0.5S7
,1.36,La3GaCuSe7
mp-672231,0.0,La3Ge3Br2
,2.61,La3In1Ge0.5S7
mp-645695,1.26,La3LuSe6
,1.71,La3Mg0.5Sn1S14
mp-1198818,3.7,La3Mo4O16F
mp-866714,0.0,La3NiBr3
,1.92,La3Si1Sb0.33S7
,1.75,La3Si1Sb0.33Se7
mp-879,0.43,La3Te4
mp-9435,0.0,La3ZrSb5
mp-1196490,2.27,La4Cd4In2S13
mp-1203869,0.0,La4Co3O10
mp-1203562,1.0,La4Fe(SbS5)2
mp-1200263,0.85,La4Fe(SbSe5)2
mp-21571,0.0,La4In5S13
mp-1196663,2.07,La4InSbS9
,1.76,La4InSbSe9
,2.0,La5Cu6.33S7O4
,2.6,La5In3(S3O)3
,0.0,La5SmS8
,0.0,La5YbS8
,2.6,La6Sb4(SO4)3
,0.0,La8Mn7O24
mp-1195582,2.3,La8Sb2S15
,0.0,LaAl12O19
mp-21109,0.0,LaAl4
mp-12274,0.0,LaAl4Co
mp-2680,4.1,LaB6
,0.0,LaBPt3
,5.65,LaBeB3O7
,0.0,LaBiAu2
mp-12055,0.0,LaCd2
,0.0,LaCdAg2
mp-542251,0.0,LaCdAu
mp-30590,0.0,LaCu6
mp-6088,3.1,LaCuSO
mp-552488,2.83,LaCuSeO
mp-546790,2.31,LaCuTeO
mp-905,6.6,LaF3
mp-1002133,0.0,LaGa
mp-21201,0.0,LaGa3Pd2
mp-5837,4.4,LaGaO3
mp-4816,2.5,LaGaS3
mp-568574,0.0,LaGeI
mp-24153,0.0,LaH2
,4.76,LaH2NO5
mp-734,0.0,LaHg
mp-20582,0.0,LaIn
mp-22017,0.0,LaIn2Ir
mp-20911,0.0,LaIn5Ir
,2.73,LaInS2O
,0.0,LaMg(FeO3)2
mp-1180682,1.0,LaMg2H7Pd
mp-2306,0.0,LaMg3
,1.7,LaNbN2O
mp-2384,0.54,LaP
,0.0,LaP3
mp-2889,0.0,LaPd3S4
mp-1832,0.0,LaPt5
,0.0,LaRe2Ag
,0.0,LaReB
mp-1065,0.8,LaSb
mp-1024951,0.0,LaScSi
mp-7083,0.0,LaSi
mp-2062,0.19,LaSi2
mp-28795,0.0,LaSi2Ru
mp-30756,0.0,LaSn3Ru
mp-550514,2.0,LaTaN2O
,0.0,LaTb3
,0.0,LaV
mp-1202389,3.58,LaVI5O16
,0.0,LaYbZn2
mp-549589,1.5,LaZnAsO
,0.0,LaZnAu2
,0.0,Li(CuO)3
,0.0,Li(NiO2)4
,2.7,Li0.33Ag1Sn0.67O2
,2.7,Li0.33Ti0.67Ag1O2
,1.95,Li0.5Ge1Pb1.75S4
,0.0,Li11Mn13O32
,0.0,Li12Fe5O16
,0.0,Li13Nb14ZnO42
,0.0,Li13Ti22O48
,0.0,Li14Ti21O48
,0.0,Li15(FeO4)4
,0.0,Li15Mn2O12
,0.0,Li17Nb20O60
,0.0,Li17Ti20O40
,0.0,Li2(FeO2)5
mp-3440,0.0,Li2(LuGe)3
,0.0,Li2(NiO2)3
,0.0,Li23(MnAs)20
mp-4779,7.3,Li2B4O7
mp-10686,0.99,Li2CdGe
mp-1189383,3.1,Li2CdGeS4
mp-1188784,3.26,Li2CdSnS4
,0.0,Li2Co4O7F
,0.0,Li2CrCo3O8
,0.0,Li2CrCuO4
,0.0,Li2Cu2S3
,0.0,Li2CuF6
,0.0,Li2DyIn
,0.0,Li2EuSn
,0.0,Li2Fe2(PO4)3
,0.0,Li2Fe3CoO8
,0.0,Li2Fe3NiO8
,0.0,Li2Fe3SnO8
mp-1105387,1.42,Li2FeGeS4
mp-1105173,1.86,Li2FeSnS4
,0.0,Li2FeWO6
mp-29210,0.0,Li2Ga
,2.64,Li2Ga(GeSe3)2
mp-554782,3.65,Li2Ga2GeS6
mp-3201,0.0,Li2GaPd
mp-16341,0.93,Li2HgGe
,2.46,Li2HgGeS4
mp-1191476,3.45,Li2In2GeS6
mp-1191200,2.3,Li2In2GeSe6
mp-1191903,3.61,Li2In2SiS6
mp-1191817,2.54,Li2In2SiSe6
mp-30344,0.0,Li2InAg
,0.0,Li2LaTl
,0.0,Li2MgHg
mp-12128,0.0,Li2MgIn
,0.0,Li2MgSn
,0.0,Li2MnCo3O8
,0.0,Li2MnCu3O8
,3.06,Li2MnGeS4
,0.0,Li2MnNi3O8
,0.0,Li2MnO2F
,3.3,Li2Mo2Se2O11
,0.0,Li2Nb2(PO4)3
mp-7779,0.0,Li2NdAs2
mp-20106,0.0,Li2NdSb2
,0.0,Li2Ni2SbO6
,0.0,Li2Ni3TeO8
,0.0,Li2Ni5(PO4)4
,0.0,Li2PmAl
,0.0,Li2PmGe
,0.0,Li2PrIn
mp-7777,0.0,Li2PrP2
,2.3,Li2PtO3
,0.0,Li2Si4Ni5O14
,2.68,Li2SiHgS4
mp-7924,0.0,Li2Sn5
,2.32,Li2SnHgS4
,0.0,Li2SnIr
mp-1203622,3.5,Li2TeMoO6
mp-1196881,4.0,Li2TeWO6
,0.0,Li2Ti3FeO8
,0.0,Li2TiMn3O8
,0.0,Li2TlAg
mp-560793,0.0,Li2U(MoO5)2
,0.0,Li2V2F7
,0.0,Li2V3CrO8
,0.0,Li2V3FeO8
,0.0,Li2YbPb
mp-569115,1.1,Li2ZnGe
,1.86,Li2ZnGeSe4
mp-555186,2.87,Li2ZnSnS4
,1.87,Li2ZnSnSe4
,0.0,Li3(CoO2)4
,0.0,Li3(CuO)4
mp-545467,0.0,Li3(CuO2)2
,2.75,Li3AlP2
,3.63,Li3AlTe4O11
mp-23222,0.7,Li3Bi
,0.0,Li3C
,0.0,Li3Co(NiO2)4
,0.0,Li3Co2(GeO4)3
,0.0,Li3Co3SbO8
,0.0,Li3Co4TeO8
,0.0,Li3Cr(NiO2)4
,0.0,Li3Cr3(CuO6)2
,0.0,Li3CrCo3O8
,0.0,Li3CrO4
,0.0,Li3Cu4NiO8
,0.0,Li3Dy
,0.0,Li3Fe(CoO2)4
,0.0,Li3Fe(SbO3)4
,0.0,Li3Fe2SbO6
,0.0,Li3FeNi3O8
,0.0,Li3FeS3
,1.98,Li3FeTe4O11
,3.85,Li3GaTe4O11
,0.0,Li3Mn(CuO3)2
,0.0,Li3Mn(NiO3)2
,0.0,Li3Mn2(CoO4)2
,0.0,Li3Mn2(PO4)3
,0.0,Li3Mn2CuO6
,0.0,Li3Mn3NiO8
,0.0,Li3Mn3WO8
,0.0,Li3Mn4(PO4)6
,0.0,Li3Mn4O8
,0.0,Li3MnAs2
,0.0,Li3Mo2P5O18
,0.0,Li3Ni(SbO3)4
,0.0,Li3Ni2(GeO4)3
,0.0,Li3Ni3(PO4)4
,3.68,Li3PS4
mp-542435,2.9,Li3ScN2
mp-29165,0.0,Li3Si3Ag2
,0.0,Li3Ti2(PO4)3
,0.0,Li3Ti3(PO4)4
,0.0,Li3V12O29
,0.0,Li3V4FeO12
,0.0,Li3V4NiO12
,0.0,Li3VOF5
,0.0,Li4(FeO2)9
,4.9,Li4.5Al0.5Te1O6
,1.79,Li4.5Cr0.5Te1O6
,3.25,Li4.5Fe0.5Te1O6
,4.99,Li4.5Ga0.5Te1O6
,1.97,Li4.5Mn0.5Te1O6
,0.0,Li4Co2Ni3O10
,0.0,Li4Co3CuO8
,0.0,Li4Co5SbO12
,0.0,Li4Cr3NiO8
,0.0,Li4CrO5
,0.0,Li4Cu(PO4)2
,0.0,Li4Fe2Cu3O10
,0.0,Li4Fe3NiO8
,0.0,Li4Fe7(OF7)2
,0.0,Li4FeNi3O8
,2.75,Li4HgGe2S7
,0.0,Li4MgNi3O8
,0.0,Li4Mn(WO4)3
,0.0,Li4Mn3Cr3O12
,0.0,Li4Mn5Cu3O16
